disasterNumber,incidentType,declarationTitle,fips_code,state,designatedArea,incidentBeginDate,industry,post_disaster_exits,baseline_exits,excess_exits
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Banking,1,2,-1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Non-profit Organizations,1,0,1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Information Technology and Services,1,6,-5
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Telecommunications,0,1,-1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Financial Services,2,1,1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Philanthropy,1,1,0
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Real Estate,1,0,1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Staffing and Recruiting,0,1,-1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Food & Beverages,0,2,-2
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Professional and Technical Services,0,1,-1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Apparel & Fashion,1,0,1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Entertainment,1,1,0
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Design,0,2,-2
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Higher Education,15,10,5
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Education Management,1,0,1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Hospital & Health Care,5,5,0
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Defense & Space,1,0,1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,"Health, Wellness and Fitness",1,1,0
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Musicians,0,1,-1
4309,Flood,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",53033,WA,King (County),2017-01-30 00:00:00+00:00,Media Production,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Environmental Services,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Services for Renewable Energy,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Retail,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Computer Software,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Software Development,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Design Services,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Non-Profit Organization Management,9,2,7
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Civil Engineering,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Oil & Energy,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Music,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Spectator Sports,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Law Practice,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Internet,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Mental Health Care,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Political Organization,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Electrical/Electronic Manufacturing,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Civic & Social Organization,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Consumer Goods,0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Architecture & Planning,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Aviation & Aerospace,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Farming,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Primary/Secondary Education,3,0,3
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Government Administration,2,2,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Museums and Institutions,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Religious Institutions,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Marketing and Advertising,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Broadcast Media Production and Distribution,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Research,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Administration of Justice,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Management Consulting,0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Publishing,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Veterinary,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Banking,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Venture Capital & Private Equity,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Financial Services,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Travel Arrangements,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Writing and Editing,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Real Estate,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Medical Practice,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Legal Services,2,1,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Higher Education,4,2,2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Education Management,2,6,-4
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Hospital & Health Care,5,8,-3
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Consumer Services,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Individual & Family Services,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,"Health, Wellness and Fitness",0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Utilities,0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Media Production,0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6001,CA,Alameda (County),2017-02-01 00:00:00+00:00,Renewables & Environment,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Environmental Services,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Retail,0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Airlines/Aviation,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Accounting,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Computer Software,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Restaurants,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Law Enforcement,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Non-Profit Organization Management,6,7,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Insurance,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Arts and Crafts,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Recreational Facilities,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,International Trade and Development,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Law Practice,0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Wine and Spirits,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Photography,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Consumer Electronics,2,1,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Mental Health Care,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Legislative Office,2,2,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Events Services,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Internet,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Electrical/Electronic Manufacturing,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Civic & Social Organization,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Civic and Social Organizations,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Wellness and Fitness Services,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Architecture & Planning,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Public Policy,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Primary/Secondary Education,4,0,4
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Government Administration,4,2,2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Primary and Secondary Education,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Construction,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Marketing and Advertising,2,0,2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Museums and Institutions,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Research,3,1,2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Advertising Services,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Veterinary,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Non-profit Organizations,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Information Technology and Services,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Financial Services,7,3,4
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Real Estate,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Security and Investigations,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Food & Beverages,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Staffing and Recruiting,2,1,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Medical Practice,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Hospitals and Health Care,4,2,2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Recreational Facilities and Services,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Legal Services,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Higher Education,15,6,9
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Education Management,5,6,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Hospital & Health Care,10,10,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,"Health, Wellness and Fitness",1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Utilities,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Media Production,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6067,CA,Sacramento (County),2017-02-01 00:00:00+00:00,Renewables & Environment,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Retail,6,5,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Medical Practices,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Computer Games,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Accounting,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Computer Software,17,24,-7
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Restaurants,2,2,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Software Development,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Biotechnology,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Non-Profit Organization Management,2,3,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Sports,1,4,-3
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Insurance,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,"Technology, Information and Internet",0,2,-2
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Cosmetics,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Broadcast Media,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Medical Devices,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Recreational Facilities,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Law Practice,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Computer Networking,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Consumer Electronics,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Internet,9,18,-9
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Mental Health Care,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Political Organization,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Electrical/Electronic Manufacturing,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Civic & Social Organization,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,E-Learning,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Architecture & Planning,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Facilities Services,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Non-profit Organization Management,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Primary/Secondary Education,5,1,4
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Construction,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Government Administration,1,2,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Museums and Institutions,5,2,3
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Primary and Secondary Education,3,0,3
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Religious Institutions,1,1,0
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Research,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Building Materials,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Performing Arts,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Market Research,0,1,-1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Non-profit Organizations,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Information Services,1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,"Movies, Videos and Sound",1,0,1
4308,Flood,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",6085,CA,Santa Clara (County),2017-02-01 00:00:00+00:00,Banking,0,1,-1
